"id"	"dis_id"	"dis_name"	"city_id"	"created_at"	"updated_at"
"1696"	"1696"	"WAY SERDANG"	"126"		
"1697"	"1697"	"BUMI RATU NUBAN"	"125"		
"1698"	"1698"	"BAHUGA"	"124"		
"1699"	"1699"	"BUMI AGUNG"	"124"		
"1700"	"1700"	"ANAK TUHA"	"125"		
"1701"	"1701"	"PRINGSEWU"	"127"		
"1702"	"1702"	"SUKADANA"	"128"		
"1703"	"1703"	"RAWAJITU TIMUR"	"130"		
"1704"	"1704"	"BATANGHARI NUBAN"	"128"		
"1705"	"1705"	"KEDAMAIAN"	"136"		
"1706"	"1706"	"SEPUTIH AGUNG"	"125"		
"1707"	"1707"	"ABUNG BARAT"	"123"		
"1708"	"1708"	"BUMI NABUNG"	"125"		
"1709"	"1709"	"NGAMBUR"	"134"		
"1710"	"1710"	"PAGELARAN"	"127"		
"1711"	"1711"	"RAWAJITU SELATAN"	"130"		
"1712"	"1712"	"BUMI WARAS"	"136"		
"1713"	"1713"	"BUMI AGUNG"	"128"		
"1714"	"1714"	"BUAY BAHUGA"	"124"		
"1715"	"1715"	"BUNGA MAYANG"	"123"		
"1716"	"1716"	"SEPUTIH RAMAN"	"125"		
"1717"	"1717"	"SUNGKAI JAYA"	"123"		
"1718"	"1718"	"SUNGKAI BARAT"	"123"		
"1719"	"1719"	"ABUNG PEKURUN"	"123"		
"1720"	"1720"	"SUKABUMI"	"136"		
"1721"	"1721"	"BATU BRAK"	"133"		
"1722"	"1722"	"KEBUN TEBU"	"133"		
"1723"	"1723"	"GEDUNG SURIAN"	"133"		
"1724"	"1724"	"TUMIJAJAR"	"131"		
"1725"	"1725"	"TANJUNG KARANG PUSAT"	"136"		
"1726"	"1726"	"MESUJI TIMUR"	"126"		
"1727"	"1727"	"ENGGAL"	"136"		
"1728"	"1728"	"PAGELARAN UTARA"	"127"		
"1729"	"1729"	"WAY TENONG"	"133"		
"1730"	"1730"	"SELAGAI LINGGA"	"125"		
"1731"	"1731"	"METRO BARAT"	"137"		
"1732"	"1732"	"SEPUTIH SURABAYA"	"125"		
"1733"	"1733"	"TANJUNG KARANG BARAT"	"136"		
"1734"	"1734"	"RAJABASA"	"136"		
"1735"	"1735"	"TELUKBETUNG SELATAN"	"136"		
"1736"	"1736"	"PENAWAR AJI"	"130"		
"1737"	"1737"	"TULANG BAWANG UDIK"	"131"		
"1738"	"1738"	"MARGATIGA"	"128"		
"1739"	"1739"	"SEKINCAU"	"133"		
"1740"	"1740"	"LAMBU KIBANG"	"131"		
"1741"	"1741"	"SEKAMPUNG"	"128"		
"1742"	"1742"	"TELUKBETUNG UTARA"	"136"		
"1743"	"1743"	"GUNUNG TERANG"	"131"		
"1744"	"1744"	"ABUNG TENGAH"	"123"		
"1745"	"1745"	"PUBIAN"	"125"		
"1746"	"1746"	"TANJUNG RAJA"	"123"		
"1747"	"1747"	"ABUNG SEMULI"	"123"		
"1748"	"1748"	"WAY HALIM"	"136"		
"1749"	"1749"	"AIR HITAM"	"133"		
"1750"	"1750"	"METRO PUSAT"	"137"		
"1751"	"1751"	"LUMBOK SEMINUNG"	"133"		
"1752"	"1752"	"METRO TIMUR"	"137"		
"1753"	"1753"	"MELINTING"	"128"		
"1754"	"1754"	"BANDAR MATARAM"	"125"		
"1755"	"1755"	"METRO KIBANG"	"128"		
"1756"	"1756"	"WAWAY KARYA"	"128"		
"1757"	"1757"	"WAY BUNGUR (PURBOLINGGO UTARA)"	"128"		
"1758"	"1758"	"LABUHAN RATU"	"136"		
"1759"	"1759"	"MARGA PUNDUH"	"135"		
"1760"	"1760"	"PESISIR TENGAH"	"134"		
"1761"	"1761"	"PANJANG"	"136"		
"1762"	"1762"	"MATARAM BARU"	"128"		
"1763"	"1763"	"TANJUNG KARANG TIMUR"	"136"		
"1764"	"1764"	"ABUNG TINGGI"	"123"		
"1765"	"1765"	"KEDATON"	"136"		
"1766"	"1766"	"PARDASUKA"	"127"		
"1767"	"1767"	"PASIR SAKTI"	"128"		
"1768"	"1768"	"SUKOHARJO"	"127"		
"1769"	"1769"	"TELUKBETUNG TIMUR"	"136"		
"1770"	"1770"	"KELUMBAYAN"	"132"		
"1771"	"1771"	"SUKARAME"	"136"		
"1772"	"1772"	"KOTA GAJAH"	"125"		
"1773"	"1773"	"RAMAN UTARA"	"128"		
"1774"	"1774"	"SENDANG AGUNG"	"125"		
"1775"	"1775"	"TANJUNG SENANG"	"136"		
"1776"	"1776"	"LABUHAN RATU"	"128"		
"1777"	"1777"	"METRO SELATAN"	"137"		
"1778"	"1778"	"MESUJI"	"126"		
"1779"	"1779"	"GUNUNG PELINDUNG"	"128"		
"1780"	"1780"	"RAWA JITU UTARA"	"126"		
"1781"	"1781"	"SEPUTIH BANYAK"	"125"		
"1782"	"1782"	"WAY SEPUTIH"	"125"		
"1783"	"1783"	"SUMBER JAYA"	"133"		
"1784"	"1784"	"PURBOLINGGO"	"128"		
"1785"	"1785"	"TANJUNG PANDAN"	"138"		
"1786"	"1786"	"SIMPANG RENGGIANG"	"139"		
"1787"	"1787"	"MERAWANG"	"140"		
"1788"	"1788"	"AIR GEGAS"	"141"		
"1789"	"1789"	"BADAU"	"138"		
"1790"	"1790"	"MENTOK (MUNTOK)"	"142"		
"1791"	"1791"	"KELAPA"	"142"		
"1792"	"1792"	"MENDO BARAT"	"140"		
"1793"	"1793"	"PEMALI"	"140"		
"1794"	"1794"	"PARITTIGA"	"142"		
"1795"	"1795"	"BUKIT INTAN"	"143"		
"1796"	"1796"	"BELINYU"	"140"		
"1797"	"1797"	"DAMAR"	"139"		
"1798"	"1798"	"GERUNGGANG"	"143"		
"1799"	"1799"	"JEBUS"	"142"		
"1800"	"1800"	"TEMPILANG"	"142"		
"1801"	"1801"	"SIMPANG TERITIP"	"142"		
"1802"	"1802"	"PANGKALAN BARU"	"144"		
"1803"	"1803"	"GABEK"	"143"		
"1804"	"1804"	"SIJUK"	"138"		
"1805"	"1805"	"PANGKAL BALAM"	"143"		
"1806"	"1806"	"KOBA"	"144"		
"1807"	"1807"	"RANGKUI"	"143"		
"1808"	"1808"	"BAKAM"	"140"		
"1809"	"1809"	"DENDANG"	"139"		
"1810"	"1810"	"SIMPANG RIMBA"	"141"		
"1811"	"1811"	"MEMBALONG"	"138"		
"1812"	"1812"	"RIAU SILIP"	"140"		
"1813"	"1813"	"MANGGAR"	"139"		
"1814"	"1814"	"NAMANG"	"144"		
"1815"	"1815"	"TAMAN SARI"	"143"		
"1816"	"1816"	"LUBUK BESAR"	"144"		
"1817"	"1817"	"PULAU BESAR"	"141"		
"1818"	"1818"	"GIRIMAYA"	"143"		
"1819"	"1819"	"GANTUNG"	"139"		
"1820"	"1820"	"PAYUNG"	"141"		
"1821"	"1821"	"SIMPANG KATIS"	"144"		
"1822"	"1822"	"TOBOALI"	"141"		
"1823"	"1823"	"KELAPA KAMPIT"	"139"		
"1824"	"1824"	"TUKAK SADAI"	"141"		
"1825"	"1825"	"KEPULAUAN PONGOK"	"141"		
"1826"	"1826"	"SIMPANG PESAK"	"139"		
"1827"	"1827"	"PUDING BESAR"	"140"		
"1828"	"1828"	"SUNGAI SELAN"	"144"		
"1829"	"1829"	"SUNGAI LIAT"	"140"		
"1830"	"1830"	"LEPAR PONGOK"	"141"		
"1831"	"1831"	"SELAT NASIK"	"138"		
"1832"	"1832"	"SIANTAN TENGAH"	"145"		
"1833"	"1833"	"SIANTAN SELATAN"	"145"		
"1834"	"1834"	"JEMAJA"	"145"		
"1835"	"1835"	"BINTAN PESISIR"	"146"		
"1836"	"1836"	"MIDAI"	"147"		
"1837"	"1837"	"BUNGURAN TENGAH"	"147"		
"1838"	"1838"	"SERASAN TIMUR"	"147"		
"1839"	"1839"	"PULAU LAUT"	"147"		
"1840"	"1840"	"SIANTAN TIMUR"	"145"		
"1841"	"1841"	"GALANG"	"148"		
"1842"	"1842"	"TANJUNG PINANG TIMUR"	"149"		
"1843"	"1843"	"UNGAR"	"150"		
"1844"	"1844"	"SINGKEP BARAT"	"151"		
"1845"	"1845"	"LUBUK BAJA"	"148"		
"1846"	"1846"	"BATAM KOTA"	"148"		
"1847"	"1847"	"BUNGURAN TIMUR"	"147"		
"1848"	"1848"	"MERAL"	"150"		
"1849"	"1849"	"SENAYANG"	"151"		
"1850"	"1850"	"PALMATAK"	"145"		
"1851"	"1851"	"SINGKEP"	"151"		
"1852"	"1852"	"SERASAN"	"147"		
"1853"	"1853"	"NONGSA"	"148"		
"1854"	"1854"	"BULANG"	"148"		
"1855"	"1855"	"TAMBELAN"	"146"		
"1856"	"1856"	"BATU AMPAR"	"148"		
"1857"	"1857"	"BUNGURAN BARAT"	"147"		
"1858"	"1858"	"BUNGURAN UTARA"	"147"		
"1859"	"1859"	"LINGGA UTARA"	"151"		
"1860"	"1860"	"BENGKONG"	"148"		
"1861"	"1861"	"TELUK SEBONG"	"146"		
"1862"	"1862"	"SINGKEP PESISIR"	"151"		
"1863"	"1863"	"TELUK BINTAN"	"146"		
"1864"	"1864"	"TANJUNG PINANG BARAT"	"149"		
"1865"	"1865"	"LINGGA TIMUR"	"151"		
"1866"	"1866"	"JEMAJA TIMUR"	"145"		
"1867"	"1867"	"BATU AJI"	"148"		
"1868"	"1868"	"MORO"	"150"		
"1869"	"1869"	"BURU"	"150"		
"1870"	"1870"	"SERI / SRI KUALA LOBAM"	"146"		
"1871"	"1871"	"BUNGURAN SELATAN"	"147"		
"1872"	"1872"	"BUNGURAN TIMUR LAUT"	"147"		
"1873"	"1873"	"LINGGA"	"151"		
"1874"	"1874"	"MERAL BARAT"	"150"		
"1875"	"1875"	"BELAT"	"150"		
"1876"	"1876"	"MANTANG"	"146"		
"1877"	"1877"	"BUKIT BESTARI"	"149"		
"1878"	"1878"	"DURAI"	"150"		
"1879"	"1879"	"SEI / SUNGAI BEDUK"	"148"		
"1880"	"1880"	"KUNDUR"	"150"		
"1881"	"1881"	"KUNDUR BARAT"	"150"		
"1882"	"1882"	"GUNUNG KIJANG"	"146"		
"1883"	"1883"	"BINTAN TIMUR"	"146"		
"1884"	"1884"	"TEBING"	"150"		
"1885"	"1885"	"TANJUNG PINANG KOTA"	"149"		
"1886"	"1886"	"BELAKANG PADANG"	"148"		
"1887"	"1887"	"BINTAN UTARA"	"146"		
"1888"	"1888"	"KARIMUN"	"150"		
"1889"	"1889"	"SUBI"	"147"		
"1890"	"1890"	"SIANTAN"	"145"		
"1891"	"1891"	"SELAYAR"	"151"		
"1892"	"1892"	"SEKUPANG"	"148"		
"1893"	"1893"	"KUNDUR UTARA"	"150"		
"1894"	"1894"	"PULAU TIGA"	"147"		
"1895"	"1895"	"SAGULUNG"	"148"		
"1896"	"1896"	"TOAPAYA"	"146"		
"1897"	"1897"	"PADEMANGAN"	"152"		
"1898"	"1898"	"TAMBORA"	"153"		
"1899"	"1899"	"KRAMAT JATI"	"154"		
"1900"	"1900"	"JATINEGARA"	"154"		
"1901"	"1901"	"CIPAYUNG"	"154"		
"1902"	"1902"	"MAMPANG PRAPATAN"	"155"		
"1903"	"1903"	"PASAR REBO"	"154"		
"1904"	"1904"	"TANAH ABANG"	"156"		
"1905"	"1905"	"PESANGGRAHAN"	"155"		
"1906"	"1906"	"TEBET"	"155"		
"1907"	"1907"	"SENEN"	"156"		
"1908"	"1908"	"CAKUNG"	"154"		
"1909"	"1909"	"KEMAYORAN"	"156"		
"1910"	"1910"	"CEMPAKA PUTIH"	"156"		
"1911"	"1911"	"CENGKARENG"	"153"		
"1912"	"1912"	"CIRACAS"	"154"		
"1913"	"1913"	"GAMBIR"	"156"		
"1914"	"1914"	"JAGAKARSA"	"155"		
"1915"	"1915"	"MENTENG"	"156"		
"1916"	"1916"	"PANCORAN"	"155"		
"1917"	"1917"	"CILANDAK"	"155"		
"1918"	"1918"	"PASAR MINGGU"	"155"		
"1919"	"1919"	"CILINCING"	"152"		
"1920"	"1920"	"KEBAYORAN BARU"	"155"		
"1921"	"1921"	"MAKASAR"	"154"		
"1922"	"1922"	"PULO GADUNG"	"154"		
"1923"	"1923"	"KEBAYORAN LAMA"	"155"		
"1924"	"1924"	"DUREN SAWIT"	"154"		
"1925"	"1925"	"KEBON JERUK"	"153"		
"1926"	"1926"	"JOHAR BARU"	"156"		
"1927"	"1927"	"TAMAN SARI"	"153"		
"1928"	"1928"	"GROGOL PETAMBURAN"	"153"		
"1929"	"1929"	"SETIA BUDI"	"155"		
"1930"	"1930"	"SAWAH BESAR"	"156"		
"1931"	"1931"	"PALMERAH"	"153"		
"1932"	"1932"	"KEMBANGAN"	"153"		
"1933"	"1933"	"KALIDERES"	"153"		
"1934"	"1934"	"PENJARINGAN"	"152"		
"1935"	"1935"	"MATRAMAN"	"154"		
"1936"	"1936"	"TANJUNG PRIOK"	"152"		
"1937"	"1937"	"KELAPA GADING"	"152"		
"1938"	"1938"	"KOJA"	"152"		
"1939"	"1939"	"KEPULAUAN SERIBU UTARA"	"157"		
"1940"	"1940"	"KEPULAUAN SERIBU SELATAN"	"157"		
"1941"	"1941"	"SUKMAJAYA"	"158"		
"1942"	"1942"	"KARAWANG BARAT"	"159"		
"1943"	"1943"	"KARAWANG TIMUR"	"159"		
"1944"	"1944"	"GUNUNG JATI (CIREBON UTARA)"	"160"		
"1945"	"1945"	"RANCA BALI"	"161"		
"1946"	"1946"	"RENGASDENGKLOK"	"159"		
"1947"	"1947"	"CIAMBAR"	"162"		
"1948"	"1948"	"SITURAJA"	"163"		
"1949"	"1949"	"WALED"	"160"		
"1950"	"1950"	"LOSARI"	"160"		
"1951"	"1951"	"CIKEDUNG"	"164"		
"1952"	"1952"	"LIGUNG"	"165"		
"1953"	"1953"	"KUNINGAN"	"166"		
"1954"	"1954"	"CINEAM"	"167"		
"1955"	"1955"	"REGOL"	"161"		
"1956"	"1956"	"ARJASARI"	"161"		
"1957"	"1957"	"CIWARU"	"166"		
"1958"	"1958"	"RAJADESA"	"168"		
"1959"	"1959"	"BALEENDAH"	"161"		
"1960"	"1960"	"JATIWANGI"	"165"		
"1961"	"1961"	"KLARI"	"159"		
"1962"	"1962"	"SUKASARI"	"169"		
"1963"	"1963"	"MAJA"	"165"		
"1964"	"1964"	"ANJATAN"	"164"		
"1965"	"1965"	"PLERED"	"170"		
"1966"	"1966"	"TANJUNGSARI"	"171"		
"1967"	"1967"	"ANTAPANI (CICADAS)"	"161"		
"1968"	"1968"	"ARAHAN"	"164"		
"1969"	"1969"	"BEKASI TIMUR"	"172"		
"1970"	"1970"	"ARGAPURA"	"165"		
"1971"	"1971"	"CIGUDEG"	"171"		
"1972"	"1972"	"CIHIDEUNG"	"167"		
"1973"	"1973"	"TALAGA"	"165"		
"1974"	"1974"	"HARJAMUKTI"	"160"		
"1975"	"1975"	"LEUWISARI"	"167"		
"1976"	"1976"	"PATROL"	"164"		
"1977"	"1977"	"ARJAWINANGUN"	"160"		
"1978"	"1978"	"CICENDO"	"161"		
"1979"	"1979"	"LEMAHABANG"	"160"		
"1980"	"1980"	"ASTANAJAPURA"	"160"		
"1981"	"1981"	"PANGENAN"	"160"		
"1982"	"1982"	"TENGAH TANI"	"160"		
"1983"	"1983"	"KEMANG"	"171"		
"1984"	"1984"	"CIKELET"	"173"		
"1985"	"1985"	"LUMBUNG"	"168"		
"1986"	"1986"	"CIBEUREUM"	"167"		
"1987"	"1987"	"SINDANG"	"164"		
"1988"	"1988"	"JATITUJUH"	"165"		
"1989"	"1989"	"KADIPATEN"	"165"		
"1990"	"1990"	"CONGGEANG"	"163"		
"1991"	"1991"	"BOJONGLOA KALER"	"161"		
"1992"	"1992"	"SUMUR BANDUNG"	"161"		
"1993"	"1993"	"BABAKAN CIPARAY"	"161"		
"1994"	"1994"	"MAJALENGKA"	"165"		
"1995"	"1995"	"PABEDILAN"	"160"		
"1996"	"1996"	"BABAKAN MADANG"	"171"		
"1997"	"1997"	"SUKAHAJI"	"165"		
"1998"	"1998"	"NAGRAK"	"162"		
"1999"	"1999"	"CIDAHU"	"162"		
"2000"	"2000"	"BOGOR TENGAH - KOTA"	"171"		
"2001"	"2001"	"CINAMBO"	"161"		
"2002"	"2002"	"CICALENGKA"	"161"		
"2003"	"2003"	"CARIU"	"171"		
"2004"	"2004"	"LEUWISADENG"	"171"		
"2005"	"2005"	"KIARACONDONG"	"161"		
"2006"	"2006"	"BABAKAN"	"160"		
"2007"	"2007"	"CIBEUREUM"	"162"		
"2008"	"2008"	"CIPARAY"	"161"		
"2009"	"2009"	"CISAAT"	"162"		
"2010"	"2010"	"CISEENG"	"171"		
"2011"	"2011"	"CIWARINGIN"	"160"		
"2012"	"2012"	"DRAMAGA"	"171"		
"2013"	"2013"	"KERTAJATI"	"165"		
"2014"	"2014"	"PANGANDARAN"	"174"		
"2015"	"2015"	"SUMBER"	"160"		
"2016"	"2016"	"TENJO"	"171"		
"2017"	"2017"	"WANAYASA"	"170"		
"2018"	"2018"	"KARANGTENGAH"	"175"		
"2019"	"2019"	"BABAKANCIKAO"	"170"		
"2020"	"2020"	"CIGANDAMEKAR"	"166"		
"2021"	"2021"	"GABUSWETAN"	"164"		
"2022"	"2022"	"PARUNG KUDA"	"162"		
"2023"	"2023"	"RAJAGALUH"	"165"		
"2024"	"2024"	"CIANJUR"	"175"		
"2025"	"2025"	"PANGATIKAN"	"173"		
"2026"	"2026"	"CIGUGUR"	"166"		
"2027"	"2027"	"JALAKSANA"	"166"		
"2028"	"2028"	"SINDANGAGUNG"	"166"		
"2029"	"2029"	"BANTARUJEG"	"165"		
"2030"	"2030"	"SUKALUYU"	"175"		
"2031"	"2031"	"KADUGEDE"	"166"		
"2032"	"2032"	"BABELAN"	"172"		
"2033"	"2033"	"SELAJAMBE"	"166"		
"2034"	"2034"	"BANYURESMI"	"173"		
"2035"	"2035"	"SUMEDANG SELATAN"	"163"		
"2036"	"2036"	"CIKIJING"	"165"		
"2037"	"2037"	"JASINGA"	"171"		
"2038"	"2038"	"KALIPUCANG"	"174"		
"2039"	"2039"	"PANJALU"	"168"		
"2040"	"2040"	"DARMA"	"166"		
"2041"	"2041"	"JAMBLANG"	"160"		
"2042"	"2042"	"DUKUPUNTANG"	"160"		
"2043"	"2043"	"SINDANGWANGI"	"165"		
"2044"	"2044"	"PABUARAN"	"169"		
"2045"	"2045"	"NARINGGUL"	"175"		
"2046"	"2046"	"JONGGOL"	"171"		
"2047"	"2047"	"KALI BUNDER"	"162"		
"2048"	"2048"	"CIBOGO"	"169"		
"2049"	"2049"	"GANTAR"	"164"		
"2050"	"2050"	"PALIMANAN"	"160"		
"2051"	"2051"	"CISURUPAN"	"173"		
"2052"	"2052"	"DAWUAN"	"165"		
"2053"	"2053"	"PAGADEN BARAT"	"169"		
"2054"	"2054"	"BANJAR"	"176"		
"2055"	"2055"	"BALONGAN"	"164"		
"2056"	"2056"	"JATISARI"	"159"		
"2057"	"2057"	"RAWAMERTA"	"159"		
"2058"	"2058"	"BOGOR BARAT - KOTA"	"171"		
"2059"	"2059"	"CANGKUANG"	"161"		
"2060"	"2060"	"MUNDU"	"160"		
"2061"	"2061"	"CILIMUS"	"166"		
"2062"	"2062"	"CICURUG"	"162"		
"2063"	"2063"	"CIPAKU"	"168"		
"2064"	"2064"	"GEKBRONG"	"175"		
"2065"	"2065"	"LEMAHSUGIH"	"165"		
"2066"	"2066"	"TEGAL BULEUD"	"162"		
"2067"	"2067"	"CIPEUNDEUY"	"169"		
"2068"	"2068"	"KALIJATI"	"169"		
"2069"	"2069"	"WIDASARI"	"164"		
"2070"	"2070"	"BANGODUA"	"164"		
"2071"	"2071"	"KLANGENAN"	"160"		
"2072"	"2072"	"CISAGA"	"168"		
"2073"	"2073"	"LANGKAPLANCAR"	"174"		
"2074"	"2074"	"PANAWANGAN"	"168"		
"2075"	"2075"	"SUBANG"	"166"		
"2076"	"2076"	"PAMARICAN"	"168"		
"2077"	"2077"	"CIAWI"	"171"		
"2078"	"2078"	"SUKATANI"	"172"		
"2079"	"2079"	"BANJARAN"	"161"		
"2080"	"2080"	"BANJARAN"	"165"		
"2081"	"2081"	"SUMBERJAYA"	"165"		
"2082"	"2082"	"PANUMBANGAN"	"168"		
"2083"	"2083"	"BANJARSARI"	"168"		
"2084"	"2084"	"BAYONGBONG"	"173"		
"2085"	"2085"	"CIDADAP"	"162"		
"2086"	"2086"	"JATINUNGGAL"	"163"		
"2087"	"2087"	"PANGALENGAN"	"161"		
"2088"	"2088"	"SUKARESIK"	"167"		
"2089"	"2089"	"BANJARWANGI"	"173"		
"2090"	"2090"	"SALOPA"	"167"		
"2091"	"2091"	"JAMPANG TENGAH"	"162"		
"2092"	"2092"	"BANTARGADUNG"	"162"		
"2093"	"2093"	"BANTAR GEBANG"	"172"		
"2094"	"2094"	"KLAPA NUNGGAL (KELAPA NUNGGAL)"	"171"		
"2095"	"2095"	"NANGGUNG"	"171"		
"2096"	"2096"	"PURWADADI"	"168"		
"2097"	"2097"	"BOGOR UTARA - KOTA"	"171"		
"2098"	"2098"	"PEBAYURAN"	"172"		
"2099"	"2099"	"RANCA BUNGUR"	"171"		
"2100"	"2100"	"CIPATUJAH"	"167"		
"2101"	"2101"	"WARUNG KIARA"	"162"		
"2102"	"2102"	"CISARUA"	"163"		
"2103"	"2103"	"CIBINGBIN"	"166"		
"2104"	"2104"	"BUNGURSARI"	"167"		
"2105"	"2105"	"CIJAMBE"	"169"		
"2106"	"2106"	"PABUARAN"	"162"		
"2107"	"2107"	"PANYINGKIRAN"	"165"		
"2108"	"2108"	"BANYUSARI"	"159"		
"2109"	"2109"	"TANJUNGKERTA"	"163"		
"2110"	"2110"	"TARAJU"	"167"		
"2111"	"2111"	"CIBITUNG"	"162"		
"2112"	"2112"	"SUKAHENING"	"167"		
"2113"	"2113"	"SUKASARI"	"163"		
"2114"	"2114"	"KATAPANG"	"161"		
"2115"	"2115"	"MALAUSMA"	"165"		
"2116"	"2116"	"BOGOR TIMUR - KOTA"	"171"		
"2117"	"2117"	"CIPONGKOR"	"177"		
"2118"	"2118"	"BAREGBEG"	"168"		
"2119"	"2119"	"LAKBOK"	"168"		
"2120"	"2120"	"LEUWILIANG"	"171"		
"2121"	"2121"	"CIGASONG"	"165"		
"2122"	"2122"	"BAROS"	"162"		
"2123"	"2123"	"CIMAHI TENGAH"	"178"		
"2124"	"2124"	"MALANGBONG"	"173"		
"2125"	"2125"	"PARUNGPONTENG"	"167"		
"2126"	"2126"	"PASIRWANGI"	"173"		
"2127"	"2127"	"CIGEDUG"	"173"		
"2128"	"2128"	"CISARUA"	"171"		
"2129"	"2129"	"BATUJAJAR"	"177"		
"2130"	"2130"	"BATUJAYA"	"159"		
"2131"	"2131"	"CIJULANG"	"174"		
"2132"	"2132"	"CIBINONG"	"175"		
"2133"	"2133"	"CIPANAS"	"175"		
"2134"	"2134"	"PATARUMAN"	"176"		
"2135"	"2135"	"CILILIN"	"177"		
"2136"	"2136"	"CIMERAK"	"174"		
"2137"	"2137"	"BANDUNG KIDUL"	"161"		
"2138"	"2138"	"CIBADAK"	"162"		
"2139"	"2139"	"DAWUAN"	"169"		
"2140"	"2140"	"MANONJAYA"	"167"		
"2141"	"2141"	"BOGOR SELATAN - KOTA"	"171"		
"2142"	"2142"	"TEGAL WARU"	"170"		
"2143"	"2143"	"GEGESIK"	"160"		
"2144"	"2144"	"JATINAGARA"	"168"		
"2145"	"2145"	"CILAMAYA KULON"	"159"		
"2146"	"2146"	"SINDANG"	"165"		
"2147"	"2147"	"BEBER"	"160"		
"2148"	"2148"	"CIMARAGAS"	"168"		
"2149"	"2149"	"SAWANGAN"	"158"		
"2150"	"2150"	"BEJI"	"158"		
"2151"	"2151"	"PURWADADI"	"169"		
"2152"	"2152"	"CIREUNGHAS"	"162"		
"2153"	"2153"	"CIMAHI"	"166"		
"2154"	"2154"	"KARANGAMPEL"	"164"		
"2155"	"2155"	"SADANANYA"	"168"		
"2156"	"2156"	"LEBAKWANGI"	"166"		
"2157"	"2157"	"MAJALAYA"	"159"		
"2158"	"2158"	"CUGENANG"	"175"		
"2159"	"2159"	"CAMPAKA"	"170"		
"2160"	"2160"	"CIAMIS"	"168"		
"2161"	"2161"	"CIAMPEA"	"171"		
"2162"	"2162"	"WARUDOYONG"	"162"		
"2163"	"2163"	"BOJONG GENTENG"	"162"		
"2164"	"2164"	"BATUNUNGGAL"	"161"		
"2165"	"2165"	"BINONG"	"169"		
"2166"	"2166"	"BEKASI BARAT"	"172"		
"2167"	"2167"	"MAJALAYA"	"161"		
"2168"	"2168"	"BLANAKAN"	"169"		
"2169"	"2169"	"KARANGWARENG"	"160"		
"2170"	"2170"	"MANDE"	"175"		
"2171"	"2171"	"LEGONKULON"	"169"		
"2172"	"2172"	"TUKDANA"	"164"		
"2173"	"2173"	"PLUMBON"	"160"		
"2174"	"2174"	"SUKRA"	"164"		
"2175"	"2175"	"TAMBAKDAHAN"	"169"		
"2176"	"2176"	"BOJONG"	"170"		
"2177"	"2177"	"BOJONGGEDE"	"171"		
"2178"	"2178"	"JAMPANG KULON"	"162"		
"2179"	"2179"	"PARUNG"	"171"		
"2180"	"2180"	"PUSAKAJAYA"	"169"		
"2181"	"2181"	"PAMEUNGPEUK"	"173"		
"2182"	"2182"	"SUSUKAN"	"160"		
"2183"	"2183"	"GUNUNG PUTRI"	"171"		
"2184"	"2184"	"RAWALUMBU"	"172"		
"2185"	"2185"	"CIPAYUNG"	"158"		
"2186"	"2186"	"BOJONGSARI"	"158"		
"2187"	"2187"	"CURUGKEMBAR"	"162"		
"2188"	"2188"	"BUNGBULANG"	"173"		
"2189"	"2189"	"CIKEMBAR"	"162"		
"2190"	"2190"	"KRAMAT MULYA"	"166"		
"2191"	"2191"	"NAGREG"	"161"		
"2192"	"2192"	"PARIGI"	"174"		
"2193"	"2193"	"RONGGA"	"177"		
"2194"	"2194"	"BOJONGASIH"	"167"		
"2195"	"2195"	"PARAKAN SALAK"	"162"		
"2196"	"2196"	"SOLOKAN JERUK"	"161"		
"2197"	"2197"	"BOJONGGAMBIR"	"167"		
"2198"	"2198"	"JAMANIS"	"167"		
"2199"	"2199"	"RANCAH"	"168"		
"2200"	"2200"	"SAGULING"	"177"		
"2201"	"2201"	"NYALINDUNG"	"162"		
"2202"	"2202"	"LANGENSARI"	"176"		
"2203"	"2203"	"KADUPANDAK"	"175"		
"2204"	"2204"	"AGRABINTA"	"175"		
"2205"	"2205"	"NGAMPRAH"	"177"		
"2206"	"2206"	"PAMEUNGPEUK"	"161"		
"2207"	"2207"	"CIJATI"	"175"		
"2208"	"2208"	"BUAHDUA"	"163"		
"2209"	"2209"	"KASOMALANG"	"169"		
"2210"	"2210"	"RANCAEKEK"	"161"		
"2211"	"2211"	"BOJONGMANGU"	"172"		
"2212"	"2212"	"CIPEUNDEUY"	"177"		
"2213"	"2213"	"CIJEUNGJING"	"168"		
"2214"	"2214"	"CILEDUG"	"160"		
"2215"	"2215"	"TANGGEUNG"	"175"		
"2216"	"2216"	"BOJONGPICUNG"	"175"		
"2217"	"2217"	"BOJONGSOANG"	"161"		
"2218"	"2218"	"CULAMEGA"	"167"		
"2219"	"2219"	"GUNUNG TANJUNG"	"167"		
"2220"	"2220"	"INDRAMAYU"	"164"		
"2221"	"2221"	"KEDUNG WARINGIN"	"172"		
"2222"	"2222"	"PADAHERANG"	"174"		
"2223"	"2223"	"TIRTAMULYA"	"159"		
"2224"	"2224"	"KEBONPEDES"	"162"		
"2225"	"2225"	"LOHBENER"	"164"		
"2226"	"2226"	"TIRTAJAYA"	"159"		
"2227"	"2227"	"SUKAGUMIWANG"	"164"		
"2228"	"2228"	"BONGAS"	"164"		
"2229"	"2229"	"PAMANUKAN"	"169"		
"2230"	"2230"	"PASEH"	"163"		
"2231"	"2231"	"CIMANGGU"	"162"		
